6.363800168040000260e-01 4.657035569752947246e-02
6.514999866489999958e-01 4.459221317481082414e-02
6.664699912070000121e-01 4.266188324243518765e-02
6.812700033190000060e-01 4.077801699369358601e-02
6.958900094030000538e-01 3.893795477299084873e-02
7.103199958800000546e-01 3.713910748642765269e-02
7.245299816129999737e-01 3.538147206744477608e-02
7.385200262069999688e-01 3.366148154506617279e-02
7.522799968719999786e-01 3.197706819209475415e-02
7.657799720760000151e-01 3.032883356798103669e-02
7.790099978450000240e-01 2.871522190083662315e-02
7.919700145720000029e-01 2.713378958177961250e-02
8.046399950979999938e-01 2.558485532536160581e-02
8.170099854469999867e-01 2.406784369478908586e-02
8.290500044819999470e-01 2.258498525005355612e-02
8.407700061799999736e-01 2.113393529829050987e-02
8.521599769590000317e-01 1.971510910760617893e-02
8.631799817090000104e-01 1.833298970123443603e-02
8.738499879840000428e-01 1.698486158553956862e-02
8.841500282290000179e-01 1.567326726815624488e-02
8.940600156779999752e-01 1.440104738104771263e-02
9.035800099370000504e-01 1.316868612258049846e-02
9.126999974249999648e-01 1.197813788072756708e-02
9.214000105859999623e-01 1.083283921998057578e-02
9.296900033949999642e-01 9.732421853713014992e-03
9.375399947170000026e-01 8.681910244336345575e-03
9.449599981309999563e-01 7.681086284107831175e-03
9.519400000569999687e-01 6.732444488801896283e-03
9.584699869160000496e-01 5.838521620431828471e-03
9.645400047300000113e-01 5.001866714337390232e-03
9.701499938959999847e-01 4.223651791968963641e-03
9.752799868579999920e-01 3.507783955347601804e-03
9.799500107769999468e-01 2.852539875498656067e-03
9.841300249100000119e-01 2.263139486297018662e-03
9.878399968150000099e-01 1.737696433909320312e-03
9.910500049589999749e-01 1.281290332522738761e-03
9.937800168989999738e-01 8.918299512554653643e-04
9.960200190539999499e-01 5.713767251065870372e-04
9.977599978450000240e-01 3.218966803700795123e-04
9.990000128749999542e-01 1.438025428220796335e-04
9.997500181199999725e-01 3.596372485845084456e-05
1.000000000000000000e+00 0.000000000000000000e+00
9.997500181199999725e-01 -3.596372413394332732e-05
9.990000128749999542e-01 -1.438025396829135960e-04
9.977599978450000240e-01 -3.218966666649599536e-04
9.960200190539999499e-01 -5.713766395295613197e-04
9.937800168989999738e-01 -8.918294882661273069e-04
9.910500049589999749e-01 -1.281288395837666466e-03
9.878399968150000099e-01 -1.737689889579134041e-03
9.841300249100000119e-01 -2.263120579682098305e-03
9.799500107769999468e-01 -2.852491851410591736e-03
9.752799868579999920e-01 -3.507673292619998325e-03
9.701499938959999847e-01 -4.223417169467108025e-03
9.645400047300000113e-01 -5.001400854037478354e-03
9.584699869160000496e-01 -5.837647917366134941e-03
9.519400000569999687e-01 -6.730882925517275329e-03
9.449599981309999563e-01 -7.678409967837538166e-03
9.375399947170000026e-01 -8.677489259807257341e-03
9.296900033949999642e-01 -9.725352929033424451e-03
9.214000105859999623e-01 -1.082184839336435521e-02
9.126999974249999648e-01 -1.196149080939279234e-02
9.035800099370000504e-01 -1.314403884512523914e-02
8.940600156779999752e-01 -1.436531674239318289e-02
8.841500282290000179e-01 -1.562245541889270041e-02
8.738499879840000428e-01 -1.691384065984034846e-02
8.631799817090000104e-01 -1.823531809772038423e-02
8.521599769590000317e-01 -1.958281270819400496e-02
8.407700061799999736e-01 -2.095710456119280821e-02
8.290500044819999470e-01 -2.235170036236267324e-02
8.170099854469999867e-01 -2.376379488171672869e-02
8.046399950979999938e-01 -2.519287554206968427e-02
7.919700145720000029e-01 -2.663377980353020744e-02
7.790099978450000240e-01 -2.808370857959997455e-02
7.657799720760000151e-01 -2.953875784748610789e-02
7.522799968719999786e-01 -3.099722911808506370e-02
7.385200262069999688e-01 -3.245629122131876709e-02
7.245299816129999737e-01 -3.391103525844386263e-02
7.103199958800000546e-01 -3.535868946381333366e-02
6.958900094030000538e-01 -3.679746089265607117e-02
6.812700033190000060e-01 -3.822253769512907323e-02
6.664699912070000121e-01 -3.963112722250761860e-02
6.514999866489999958e-01 -4.102039411565854693e-02
6.363800168040000260e-01 -4.238656151146971696e-02
6.211299896240000118e-01 -4.372591005620410365e-02
6.057599782939999677e-01 -4.503559350944285472e-02
5.902799963949999507e-01 -4.631271361832300926e-02
5.747100114819999606e-01 -4.755353025855030280e-02
5.590599775310000075e-01 -4.875510714561376302e-02
5.433599948880000197e-01 -4.991298614902353603e-02
5.276100039479999504e-01 -5.102497670834465343e-02
5.118399858469999675e-01 -5.208672212754152792e-02
4.960500001909999845e-01 -5.309593341301196978e-02
4.802699983120000127e-01 -5.404837159561389631e-02
4.645099937919999755e-01 -5.494112475546967383e-02
4.487800002099999741e-01 -5.577123228533387850e-02
4.331099987029999876e-01 -5.653475345932765239e-02
4.174999892710000160e-01 -5.722931278088303625e-02
4.019699990749999730e-01 -5.785157160704718082e-02
3.865399956700000250e-01 -5.839834736932669051e-02
3.712300062180000082e-01 -5.886663201051611088e-02
3.560400009160000212e-01 -5.925407930584344202e-02
3.409900069239999998e-01 -5.955778699530194648e-02
3.261100053789999786e-01 -5.977496600052260162e-02
3.113999962810000133e-01 -5.990349741764582070e-02
2.968699932100000161e-01 -5.994107474692240284e-02
2.825500071050000006e-01 -5.988558181588304885e-02
2.684499919409999991e-01 -5.973522461764215613e-02
2.545700073239999806e-01 -5.948809072263317593e-02
2.409400045869999896e-01 -5.914293689209907529e-02
2.275699973109999996e-01 -5.869850763124324217e-02
2.144699990750000007e-01 -5.815368732838154670e-02
2.016600072380000108e-01 -5.750805698047774250e-02
1.891400068999999906e-01 -5.676044271966463467e-02
1.769299954180000023e-01 -5.591095391138905385e-02
1.650400012730000032e-01 -5.495944612919021616e-02
1.534900069239999998e-01 -5.390695427043572241e-02
1.422899961469999974e-01 -5.275413241489765315e-02
1.314399987459999863e-01 -5.150070140039000183e-02
1.209499984980000054e-01 -5.014748388171348659e-02
1.108499988910000011e-01 -4.869859065211407795e-02
1.011300012470000009e-01 -4.715301355828169227e-02
9.181000292299999754e-02 -4.551434067433767633e-02
8.290000259900000279e-02 -4.378521187369791012e-02
7.440000027399999716e-02 -4.196648270700028410e-02
6.633000075799999617e-02 -4.006357053678029356e-02
5.869000032499999825e-02 -3.807791328654945573e-02
5.149000137999999727e-02 -3.601354512018430792e-02
4.473999887700000344e-02 -3.387516476230079815e-02
3.844000026600000175e-02 -3.166460537948349169e-02
3.260000050100000241e-02 -2.938720402397565837e-02
2.723000012299999981e-02 -2.704932272527735965e-02
2.232000045499999905e-02 -2.464835216463455089e-02
1.789999939500000123e-02 -2.220171507474317379e-02
1.394999958599999965e-02 -1.970114652762268437e-02
1.049000024800000007e-02 -1.716140191953878860e-02
7.519999985000000269e-03 -1.458656109791523284e-02
5.040000192999999871e-03 -1.198004514749123270e-02
3.049999940999999996e-03 -9.343594721590844573e-03
1.560000003999999956e-03 -6.695215775569096812e-03
5.600000149999999994e-04 -4.016597733687517213e-03
5.999999800000000274e-05 -1.315590730138712890e-03
